filepath,trackNum,instrument,isDrum,hasTimeSignatures,medianMetricDepth,tpq,velocity_per_track,onset_per_track,velocity_entropy_per_track,onset_entropy_per_track
"Eval-subsets/GiantPiano-MIDIs/Nazareth, Ernesto, Rosa Maria, LP1XjM0Ilqo.mid",0,0,FALSE,TRUE,12,384,[68],[52],[2.2257335116079964],[2.374164878112689]
"Eval-subsets/GiantPiano-MIDIs/Nazareth, Ernesto, Tango Habanera, zt9BxBpIniE.mid",0,0,FALSE,TRUE,12,384,[56],[51],[2.10654933276967],[2.496805511557812]
"Eval-subsets/GiantPiano-MIDIs/Nazareth, Ernesto, Tudo Sobe!..., l5c99Cl2vUM.mid",0,0,FALSE,TRUE,12,384,[51],[51],[2.220491010598987],[2.5459040166436706]
"Eval-subsets/GiantPiano-MIDIs/Nazareth, Ernesto, Turbilhão de beijos, 3-PkETYt0uk.mid",0,0,FALSE,TRUE,12,384,[82],[52],[2.2049634951508454],[2.3474951221111]
"Eval-subsets/GiantPiano-MIDIs/Nazareth, Ernesto, Turuna, UipRPax7ycQ.mid",0,0,FALSE,TRUE,12,384,[52],[52],[2.243215177544501],[2.397343963782192]
"Eval-subsets/GiantPiano-MIDIs/Neal, Heinrich, 24 Klavier-Etüden, Op.75, aJv_d490fNU.mid",0,0,FALSE,TRUE,12,384,[82],[52],[2.1623080488970805],[2.43576669815596]
"Eval-subsets/GiantPiano-MIDIs/Nebling, Emil, Die Spieldose, mcrROmh2L30.mid",0,0,FALSE,TRUE,12,384,[72],[51],[2.0441594027161196],[2.4032107943613448]
"Eval-subsets/GiantPiano-MIDIs/Nechayev, Vasily, Piano Sonata, Op.7, eV0w7ufts9w.mid",0,0,FALSE,TRUE,12,384,[98],[52],[2.200734533213387],[2.5034617329742512]
"Eval-subsets/GiantPiano-MIDIs/Nedbal, Oskar, Weihnachtsstimmung, dPEDIaOSeW4.mid",0,0,FALSE,TRUE,12,384,[78],[52],[2.212971794074819],[2.516258547139193]
"Eval-subsets/GiantPiano-MIDIs/Neff, Lyle K., 'Tati-Tati' Polka, mS9WGal6DU0.mid",0,0,FALSE,TRUE,12,384,[66],[52],[2.3150495162590174],[2.672550749955152]
"Eval-subsets/GiantPiano-MIDIs/Neff, Lyle K., 4 Pieces for Horn and Piano, FX0XiML6rLg.mid",0,0,FALSE,TRUE,12,384,[61],[51],[2.26738311563524],[2.355590909077549]
"Eval-subsets/GiantPiano-MIDIs/Neff, Lyle K., Cranberry Lake Rag, wt9H9J2YRcM.mid",0,0,FALSE,TRUE,12,384,[54],[52],[2.1569267820638003],[2.803563503771028]
"Eval-subsets/GiantPiano-MIDIs/Neff, Lyle K., Sonata for Horn and Piano, oPTQ7fEHQS8.mid",0,0,FALSE,TRUE,12,384,[71],[52],[2.2554642626263677],[2.441080117931971]
"Eval-subsets/GiantPiano-MIDIs/Negri, Cesare, Alemana d'Amore, SV1LGfEfEZU.mid",0,0,FALSE,TRUE,12,384,[78],[52],[2.205075244032895],[2.703335666731633]
"Eval-subsets/GiantPiano-MIDIs/Nehls, Ulrich, Eine kleine Funk-Musik, JWbgQURX5xA.mid",0,0,FALSE,TRUE,12,384,[42],[37],[2.3097275758681315],[2.4638172621529666]
"Eval-subsets/GiantPiano-MIDIs/Nehls, Ulrich, Meditation, hzMjvh8LHu4.mid",0,0,FALSE,TRUE,12,384,[57],[51],[2.2538939066576185],[2.2552602213201434]
"Eval-subsets/GiantPiano-MIDIs/Nehrlich, Johann Peter Theodor, Variations on a Russian Song, Op.1, w0gzNXJgr-E.mid",0,0,FALSE,TRUE,12,384,[62],[48],[2.068253581891898],[2.3661090139216503]
"Eval-subsets/GiantPiano-MIDIs/Neidlinger, William Harold, Sing, Oh, Sing, This Blessed Morn, RH72kDK5Qc0.mid",0,0,FALSE,TRUE,12,384,[50],[48],[2.099952842456076],[2.3031181589414906]
"Eval-subsets/GiantPiano-MIDIs/Nemerovsky, Aleksandr, Gebet, YhixlqohnsE.mid",0,0,FALSE,TRUE,12,384,[47],[39],[2.1964225650308142],[2.726201044206038]
"Eval-subsets/GiantPiano-MIDIs/Nenov, Dimitar, Miniatures, YMamnTZSQ0s.mid",0,0,FALSE,TRUE,12,384,[97],[52],[2.1522432940615994],[2.451236167906679]
"Eval-subsets/GiantPiano-MIDIs/Nenov, Dimitar, Toccata, Q7XmF73f1NY.mid",0,0,FALSE,TRUE,12,384,[93],[52],[2.2219792770724176],[2.5078144074769844]
"Eval-subsets/GiantPiano-MIDIs/Nepomuceno, Alberto, 4 Peças lyricas, Op.13, 8GvGNZW0qL4.mid",0,0,FALSE,TRUE,12,384,[68],[51],[2.160661868012843],[2.3355578966745085]
"Eval-subsets/GiantPiano-MIDIs/Nepomuceno, Alberto, Cloches de Noël, SN1.24, 43_3OS0mNsQ.mid",0,0,FALSE,TRUE,12,384,[67],[52],[2.228862078537919],[2.3558332446693755]
"Eval-subsets/GiantPiano-MIDIs/Nepomuceno, Alberto, Devaneio, Op.27 No.1, 0BLzmxL1nGE.mid",0,0,FALSE,TRUE,12,384,[87],[49],[2.1839520197465703],[2.304570025161934]
"Eval-subsets/GiantPiano-MIDIs/Nepomuceno, Alberto, Improviso, Op.27 No.2, Cc-HuzV5Omk.mid",0,0,FALSE,TRUE,12,384,[78],[51],[2.1198998161065084],[2.478432047444556]
"Eval-subsets/GiantPiano-MIDIs/Nepomuceno, Alberto, Mazurka No.1, Op.1 No.2, XYM2s72Jspk.mid",0,0,FALSE,TRUE,12,384,[91],[51],[2.209002089178509],[2.359840419911963]
"Eval-subsets/GiantPiano-MIDIs/Nepomuceno, Alberto, Nocturne, Op.33, IsPdDeNVLIE.mid",0,0,FALSE,TRUE,12,384,[93],[52],[2.2696544465154904],[2.4702751611449227]
"Eval-subsets/GiantPiano-MIDIs/Nepomuceno, Alberto, Piano Sonata, Op.9, jd4cxMMggbU.mid",0,0,FALSE,TRUE,12,384,[76],[49],[2.2413251840016186],[2.404075552683309]
"Eval-subsets/GiantPiano-MIDIs/Nepomuceno, Alberto, Thème et variations, Op.28, 0j_DPByzMD8.mid",0,0,FALSE,TRUE,12,384,[99],[52],[2.196208286670903],[2.4527887787574763]
"Eval-subsets/GiantPiano-MIDIs/Nerini, Émile, Piano Sonata No.1, Op.13, kYuL6asVyt8.mid",0,0,FALSE,TRUE,12,384,[63],[52],[2.2260161359175914],[2.424002457082726]
"Eval-subsets/GiantPiano-MIDIs/Neruda, Franz, Humoreske, Op.52, DE4dhY4_NfU.mid",0,0,FALSE,TRUE,12,384,[80],[52],[2.221565994842676],[2.462285362381627]
"Eval-subsets/GiantPiano-MIDIs/Netzel, Laura, 2 Etudes de Concert, Op.52, eD5BLXE1N1s.mid",0,0,FALSE,TRUE,12,384,[70],[52],[2.192304637901389],[2.6906888699657436]
"Eval-subsets/GiantPiano-MIDIs/Netzel, Laura, Piano Sonata, Op.27, W-w4cLmcf9k.mid",0,0,FALSE,TRUE,12,384,[69],[52],[2.218771217428074],[2.407335102215786]
"Eval-subsets/GiantPiano-MIDIs/Neukomm, Sigismund, Adagio in E-flat major 'Les adieux', 4WqPHpYwsXo.mid",0,0,FALSE,TRUE,12,384,[88],[52],[2.2225862948119266],[2.4350912809146474]
"Eval-subsets/GiantPiano-MIDIs/Neukomm, Sigismund, Tempo di Marcia, hEKDOPAkEdM.mid",0,0,FALSE,TRUE,12,384,[65],[52],[2.29309652770762],[2.537753684991405]
"Eval-subsets/GiantPiano-MIDIs/Neupert, Edmund, 24 Konzertetüden, Op.17, yd5mR7sbZTI.mid",0,0,FALSE,TRUE,12,384,[70],[50],[2.0869336619022607],[2.4293487522045485]
"Eval-subsets/GiantPiano-MIDIs/Neustedt, Charles, Gavotte dans le style ancien, P1gZjvRvXQw.mid",0,0,FALSE,TRUE,12,384,[73],[52],[2.174331298701083],[2.475458167266736]
"Eval-subsets/GiantPiano-MIDIs/Neustedt, Charles, Idylle No.1, Op.82, O6i3jKqCfM0.mid",0,0,FALSE,TRUE,12,384,[81],[50],[1.9869269288656988],[2.2925000367909982]
"Eval-subsets/GiantPiano-MIDIs/Neustedt, Charles, Idylle No.3, Op.116, j-U6VrpC_ro.mid",0,0,FALSE,TRUE,12,384,[83],[51],[2.196180970826493],[2.5514691975974215]
"Eval-subsets/GiantPiano-MIDIs/Neustedt, Charles, La marquise, eSXgpgVf37c.mid",0,0,FALSE,TRUE,12,384,[79],[52],[2.2067173346533684],[2.4570239391672146]
"Eval-subsets/GiantPiano-MIDIs/Neustedt, Charles, Menuet sentimental, eSXgpgVf37c.mid",0,0,FALSE,TRUE,12,384,[79],[52],[2.2067173346533684],[2.4570239391672146]
"Eval-subsets/GiantPiano-MIDIs/Neustedt, Charles, Songe de printemps, 9XGIPT-PEJc.mid",0,0,FALSE,TRUE,12,384,[81],[52],[2.1045724797139713],[2.392144844449414]
"Eval-subsets/GiantPiano-MIDIs/Neustedt, Charles, Vieille chanson, mx5kjeEOX4Y.mid",0,0,FALSE,TRUE,12,384,[49],[32],[2.079918982424109],[2.432103477437198]
"Eval-subsets/GiantPiano-MIDIs/Nevin, Arthur, From Edgeworth Hills, cxwRLRdKfGU.mid",0,0,FALSE,TRUE,12,384,[71],[50],[2.118178471830951],[2.396594502914946]
"Eval-subsets/GiantPiano-MIDIs/Nevin, Ethelbert, A Day in Venice, Op.25, dlsKnovRnVo.mid",0,0,FALSE,TRUE,12,384,[83],[52],[2.1543252830305346],[2.4064627424201652]
"Eval-subsets/GiantPiano-MIDIs/Nevin, Ethelbert, En Passant, Op.30, srxuL8Iyjq8.mid",0,0,FALSE,TRUE,12,384,[78],[51],[2.1947352532655766],[2.3595030241585637]
"Eval-subsets/GiantPiano-MIDIs/Nevin, Ethelbert, Sketchbook, Op.2, KjlIjKBwbjE.mid",0,0,FALSE,TRUE,12,384,[71],[50],[2.20420393532149],[2.376632610034082]
"Eval-subsets/GiantPiano-MIDIs/Nevin, Ethelbert, The Rosary, yirIjjLlKTk.mid",0,0,FALSE,TRUE,12,384,[68],[46],[2.208249330468564],[2.377572471414973]
"Eval-subsets/GiantPiano-MIDIs/Newland, Robert A., Valse Caprice, Op.7, k6s5_pPxmvY.mid",0,0,FALSE,TRUE,12,384,[75],[52],[2.1919357925430076],[2.4902177589303016]
"Eval-subsets/GiantPiano-MIDIs/Newman, Chas. J., Japanese Tone Picture, qQWFmH-iKek.mid",0,0,FALSE,TRUE,12,384,[69],[51],[2.2192629266165005],[2.466376204341241]
"Eval-subsets/GiantPiano-MIDIs/Newton, P. W., Adele Waltz, lbrZigaoCV4.mid",0,0,FALSE,TRUE,12,384,[49],[34],[2.2009819946136298],[2.7125376241197805]
"Eval-subsets/GiantPiano-MIDIs/Newton, P. W., An Evening Reverie, vOmKOmJI0uc.mid",0,0,FALSE,TRUE,12,384,[57],[23],[2.2946357047243837],[2.7206422903985055]
"Eval-subsets/GiantPiano-MIDIs/Newton, P. W., Day Dreams, 2QwrS1GYldI.mid",0,0,FALSE,TRUE,12,384,[49],[45],[2.250881813478311],[2.7123499065529746]
"Eval-subsets/GiantPiano-MIDIs/Newton, P. W., Edna Gavotte, yOccTzKXFM8.mid",0,0,FALSE,TRUE,12,384,[32],[16],[2.1663047596719878],[2.805969088196425]
"Eval-subsets/GiantPiano-MIDIs/Newton, P. W., Reina Galop, 6hSyG4wse5c.mid",0,0,FALSE,TRUE,12,384,[35],[30],[2.2120333075882987],[2.6386110990399443]
"Eval-subsets/GiantPiano-MIDIs/Newton, P. W., Remembrance, lPrDR840T2Q.mid",0,0,FALSE,TRUE,12,384,[43],[40],[2.2490098491908705],[2.724550965662352]
"Eval-subsets/GiantPiano-MIDIs/Newton, P. W., The Butterfly Dance, o6POF8GbWEw.mid",0,0,FALSE,TRUE,12,384,[49],[46],[2.231558951005201],[2.7616558222115914]
"Eval-subsets/GiantPiano-MIDIs/Nguyen, Eric, Capriccio, Op.5, 2vgPsimvFfI.mid",0,0,FALSE,TRUE,12,384,[86],[52],[2.232545638345274],[2.370918166631005]
"Eval-subsets/GiantPiano-MIDIs/Nguyen, Eric, Etude in B-flat major, Op.2, wBiMlqfcwGE.mid",0,0,FALSE,TRUE,12,384,[90],[52],[2.2217458173245745],[2.5033676327091805]
"Eval-subsets/GiantPiano-MIDIs/Nichifor, Serban, 5 American Pioneers Songs, -76tc1_qN0A.mid",0,0,FALSE,TRUE,12,384,[73],[52],[2.2918548235964833],[2.753554981029128]
"Eval-subsets/GiantPiano-MIDIs/Nichifor, Serban, Conceptofonia, 2Du-B28UDaI.mid",0,0,FALSE,TRUE,12,384,[55],[52],[2.261050106208611],[2.482509210791788]
"Eval-subsets/GiantPiano-MIDIs/Nichifor, Serban, Debussy, qpHivXpHm50.mid",0,0,FALSE,TRUE,12,384,[72],[52],[2.149014889844877],[2.2409190464104536]
"Eval-subsets/GiantPiano-MIDIs/Nichifor, Serban, Echoes I, 9FLi_N-BkPI.mid",0,0,FALSE,TRUE,12,384,[59],[49],[2.3472818160253195],[2.341618202012638]
"Eval-subsets/GiantPiano-MIDIs/Nichifor, Serban, Echoes, 9FLi_N-BkPI.mid",0,0,FALSE,TRUE,12,384,[59],[49],[2.3472818160253195],[2.341618202012638]
"Eval-subsets/GiantPiano-MIDIs/Nichifor, Serban, Fires On The Hill, PDsJ5Clywfw.mid",0,0,FALSE,TRUE,12,384,[90],[52],[2.2157692672671656],[2.5052121799833698]
"Eval-subsets/GiantPiano-MIDIs/Nichifor, Serban, In Memoriam Daniel Pearl, n_9YtdI6mqI.mid",0,0,FALSE,TRUE,12,384,[72],[48],[2.1542529326289928],[2.373722369253584]
"Eval-subsets/GiantPiano-MIDIs/Nichifor, Serban, In Memoriam, SrhsvqngfBE.mid",0,0,FALSE,TRUE,12,384,[83],[52],[2.128752703675955],[2.5278401634314673]
"Eval-subsets/GiantPiano-MIDIs/Nichifor, Serban, O, valuri..., lHNntY32XiA.mid",0,0,FALSE,TRUE,12,384,[51],[36],[2.2853145947927387],[2.8553591511493384]
"Eval-subsets/GiantPiano-MIDIs/Nichifor, Serban, Piano Sonata, 6ONdzrUe07Y.mid",0,0,FALSE,TRUE,12,384,[95],[52],[2.1718398660209055],[2.3572459773240473]
"Eval-subsets/GiantPiano-MIDIs/Nichifor, Serban, Sephardic Invocation, tTY7Iz49IAw.mid",0,0,FALSE,TRUE,12,384,[68],[50],[2.2246541913929936],[2.2488542957853936]
"Eval-subsets/GiantPiano-MIDIs/Nichifor, Serban, Sephardic Prayer, tTY7Iz49IAw.mid",0,0,FALSE,TRUE,12,384,[68],[50],[2.2246541913929936],[2.2488542957853936]
"Eval-subsets/GiantPiano-MIDIs/Nichifor, Serban, The Circle, HRtyc_vRElE.mid",0,0,FALSE,TRUE,12,384,[66],[47],[2.0379493633721553],[2.2369875923266926]
"Eval-subsets/GiantPiano-MIDIs/Nichifor, Serban, The Masque - Ragtime, gmHjMMs-h_g.mid",0,0,FALSE,TRUE,12,384,[48],[45],[2.3152903032700975],[2.8751492456801118]
"Eval-subsets/GiantPiano-MIDIs/Nichifor, Serban, The Masque - Waltz, NB_IDAtSMqA.mid",0,0,FALSE,TRUE,12,384,[39],[36],[2.2438749533567957],[2.892803297444754]
"Eval-subsets/GiantPiano-MIDIs/Nichifor, Serban, Tribute to Avram Iancu and Simion Balint, PDsJ5Clywfw.mid",0,0,FALSE,TRUE,12,384,[90],[52],[2.2157692672671656],[2.5052121799833698]
"Eval-subsets/GiantPiano-MIDIs/Nichifor, Serban, Variations On A Waltz By Leo Tolstoy, QSyUEtUv4PI.mid",0,0,FALSE,TRUE,12,384,[51],[50],[2.2333258514332357],[2.9374084490141392]
"Eval-subsets/GiantPiano-MIDIs/Nicholl, Horace Wadham, Berceuse in G major, 5f3sAa9khAU.mid",0,0,FALSE,TRUE,12,384,[75],[49],[2.153724508125472],[2.3477099616242776]
"Eval-subsets/GiantPiano-MIDIs/Nicholl, Horace Wadham, Nocturne in C major, Aog6i2VM-PQ.mid",0,0,FALSE,TRUE,12,384,[77],[52],[2.187519554625144],[2.3457328331694027]
"Eval-subsets/GiantPiano-MIDIs/Nicholls, William Heller, Alsatian Echoes, LcG-FkZpjoQ.mid",0,0,FALSE,TRUE,12,384,[74],[51],[2.247598328328644],[2.4905908238205168]
"Eval-subsets/GiantPiano-MIDIs/Nicholls, William Heller, Changing Moods, geYM2QR1JFw.mid",0,0,FALSE,TRUE,12,384,[83],[52],[2.203357115978112],[2.481530732131102]
"Eval-subsets/GiantPiano-MIDIs/Nicholls, William Heller, Holiday Suite, e9vi8wlPBKQ.mid",0,0,FALSE,TRUE,12,384,[76],[51],[2.253897707895653],[2.533515492083339]
"Eval-subsets/GiantPiano-MIDIs/Nicholls, William Heller, In the Wood, lBLJkylBibA.mid",0,0,FALSE,TRUE,12,384,[84],[52],[2.2319462551242766],[2.4660265164581316]
"Eval-subsets/GiantPiano-MIDIs/Nicholson-Ward, Alexander Robert, 7 Preludes, Op.1, BLDrXC4VxBw.mid",0,0,FALSE,TRUE,12,384,[48],[43],[2.2820191357328823],[2.4551756936155296]
"Eval-subsets/GiantPiano-MIDIs/Nicodé, Jean Louis, 10 Poems, Op.22, BL7Jr8O-uiM.mid",0,0,FALSE,TRUE,12,384,[64],[47],[2.290422747069234],[2.3969068793690242]
"Eval-subsets/GiantPiano-MIDIs/Nicodé, Jean Louis, Alla Tarantella, VScaFYWZsnM.mid",0,0,FALSE,TRUE,12,384,[66],[50],[2.1656132922080578],[2.3252849435438305]
"Eval-subsets/GiantPiano-MIDIs/Nicolai, Carl Richter, Gavotte-Impromptu in G major, piblGh5wfOU.mid",0,0,FALSE,TRUE,12,384,[78],[52],[2.1525516271214444],[2.347218174069254]
"Eval-subsets/GiantPiano-MIDIs/Nie, Er, Dance of the Golden Snake, lKZndodyAmg.mid",0,0,FALSE,TRUE,12,384,[65],[52],[2.250452533129876],[2.526311623822225]
"Eval-subsets/GiantPiano-MIDIs/Nielsen, Carl, 3 Klaverstykker, Op.59, q6In7kSwI1M.mid",0,0,FALSE,TRUE,12,384,[82],[52],[2.208037360728343],[2.410106534393223]
"Eval-subsets/GiantPiano-MIDIs/Nielsen, Carl, Canto serioso, CNW 67, 9XmmD0j-zJ0.mid",0,0,FALSE,TRUE,12,384,[81],[51],[2.2804761416805714],[2.3957245315747926]
"Eval-subsets/GiantPiano-MIDIs/Nielsen, Carl, Chaconne, Op.32, G44e0dufFx4.mid",0,0,FALSE,TRUE,12,384,[94],[52],[2.215363765784062],[2.34611631108317]
"Eval-subsets/GiantPiano-MIDIs/Nielsen, Carl, Drømmen om 'Glade jul', CNW 85, rJ6_80QUE80.mid",0,0,FALSE,TRUE,12,384,[58],[49],[2.242760884825665],[2.230924395385771]
"Eval-subsets/GiantPiano-MIDIs/Nielsen, Carl, Humoreske-bagateller, Op.11, j8NmIjpMewQ.mid",0,0,FALSE,TRUE,12,384,[93],[52],[2.0781339473165645],[2.334617840717004]
"Eval-subsets/GiantPiano-MIDIs/Nielsen, Carl, Solen er saa rød, Mor, CNW 263, 6ilecVAOs5M.mid",0,0,FALSE,TRUE,12,384,[61],[47],[2.187572489200414],[2.2740178993715894]
"Eval-subsets/GiantPiano-MIDIs/Nielsen, Carl, Suite, Op.45, Z4cB_7uEBxY.mid",0,0,FALSE,TRUE,12,384,[101],[52],[2.2206284439632937],[2.383144675257365]
"Eval-subsets/GiantPiano-MIDIs/Nielsen, Carl, Theme and Variations, Op.40, a5xRjsNLxaM.mid",0,0,FALSE,TRUE,12,384,[88],[52],[2.207671287810234],[2.386800138669967]
"Eval-subsets/GiantPiano-MIDIs/Nielsen, Ludolf, 4 Piano Pieces, Op.17, 8IV6cwuNTPY.mid",0,0,FALSE,TRUE,12,384,[68],[52],[2.145327131773808],[2.4056209595582616]
"Eval-subsets/GiantPiano-MIDIs/Nielsen, Ludolf, Aften i Skoven, B5U-PhldHXo.mid",0,0,FALSE,TRUE,12,384,[70],[52],[2.1939036531940586],[2.3933767884209023]
"Eval-subsets/GiantPiano-MIDIs/Nielsen, Ludolf, Drengenes Marsch!, JBmEuS9OFk4.mid",0,0,FALSE,TRUE,12,384,[72],[52],[2.1425878073420046],[2.4078186333250886]
"Eval-subsets/GiantPiano-MIDIs/Nielsen, Ludolf, Nocturne, Op.55 No.1, ODNnMzHS-IE.mid",0,0,FALSE,TRUE,12,384,[84],[52],[2.2280058494013337],[2.2882498576348205]
"Eval-subsets/GiantPiano-MIDIs/Niemann, Georg, Frühlingstraum, Op.43, I40FBNA7Wx4.mid",0,0,FALSE,TRUE,12,384,[86],[52],[2.1695438638775],[2.379903889804106]
"Eval-subsets/GiantPiano-MIDIs/Niemann, Rudolf, 2 Bluettes, Op.10, o084lcqqyns.mid",0,0,FALSE,TRUE,12,384,[72],[50],[2.075409248207585],[2.4110008116082002]
"Eval-subsets/GiantPiano-MIDIs/Niemann, Rudolf, Träumerei, Op.38, C1Mv_jTP6Qs.mid",0,0,FALSE,TRUE,12,384,[78],[49],[2.1436898661401944],[2.4325740352153997]
"Eval-subsets/GiantPiano-MIDIs/Niemann, Rudolf, Valse de Concert, Op.36, N8qXZNQMNcI.mid",0,0,FALSE,TRUE,12,384,[90],[52],[2.2311693275884017],[2.4223853559044564]
"Eval-subsets/GiantPiano-MIDIs/Niemann, Rudolf, Valse de Salon, Op.30, lq4iBO3H16Y.mid",0,0,FALSE,TRUE,12,384,[81],[52],[2.234292772620197],[2.480812997037786]
"Eval-subsets/GiantPiano-MIDIs/Niemann, Walter, 24 Preludes, Op.55, y_rAZfRCBOI.mid",0,0,FALSE,TRUE,12,384,[70],[52],[2.2488206440281933],[2.390999883349289]
"Eval-subsets/GiantPiano-MIDIs/Niemann, Walter, 3 Amoretten, Op.15, 3h02e1tYWKU.mid",0,0,FALSE,TRUE,12,384,[72],[51],[2.2221506342300144],[2.35745922252597]
"Eval-subsets/GiantPiano-MIDIs/Niemann, Walter, Das weiße Haus, Op.80, TTzIagRr53s.mid",0,0,FALSE,TRUE,12,384,[51],[51],[2.0995218786650716],[2.190500685497176]
"Eval-subsets/GiantPiano-MIDIs/Niemann, Walter, Fantasie-Mazurka, Op.53, Bq0BXYA7riI.mid",0,0,FALSE,TRUE,12,384,[86],[52],[2.157575395374269],[2.4092855698515034]
"Eval-subsets/GiantPiano-MIDIs/Niemann, Walter, Japan, Op.89, 6MaKEbKfp7k.mid",0,0,FALSE,TRUE,12,384,[74],[51],[2.204119717145685],[2.491807018051721]
"Eval-subsets/GiantPiano-MIDIs/Niemann, Walter, Krippenmusik zur Weihnacht, Op.143, Vlw4H6Y2Kas.mid",0,0,FALSE,TRUE,12,384,[50],[30],[2.1284490949986608],[2.4401521388375764]
"Eval-subsets/GiantPiano-MIDIs/Niemann, Walter, Meissner Porzellan, Op.6, 65ufTopQ4gY.mid",0,0,FALSE,TRUE,12,384,[71],[52],[2.188945534332307],[2.4366093311395565]
"Eval-subsets/GiantPiano-MIDIs/Niemann, Walter, Pastellbilder, Op.5, 50HT7Qyescw.mid",0,0,FALSE,TRUE,12,384,[82],[52],[2.2037582180274997],[2.4672367120605587]
"Eval-subsets/GiantPiano-MIDIs/Niemann, Walter, Pharaonenland, Op.86, PXzO0v6BiK8.mid",0,0,FALSE,TRUE,12,384,[66],[51],[2.189700338598832],[2.4986478587607652]
"Eval-subsets/GiantPiano-MIDIs/Niemann, Walter, Piano Sonata No.1 'Romantische', Op.60, CoFYpu7EtOs.mid",0,0,FALSE,TRUE,12,384,[91],[52],[2.213224550080781],[2.412724152444345]
"Eval-subsets/GiantPiano-MIDIs/Niemann, Walter, Piano Sonata No.2 'Nordische', Op.75, mSy6J7SyQzE.mid",0,0,FALSE,TRUE,12,384,[87],[52],[2.2553873450050053],[2.4625860103455657]
"Eval-subsets/GiantPiano-MIDIs/Niemann, Walter, Porzellan, Op.120, 50HT7Qyescw.mid",0,0,FALSE,TRUE,12,384,[82],[52],[2.2037582180274997],[2.4672367120605587]
"Eval-subsets/GiantPiano-MIDIs/Nietzsche, Friedrich, Da geht ein Bach, RRhSFN4bFCs.mid",0,0,FALSE,TRUE,12,384,[79],[43],[2.1532917737753983],[2.433406524275114]
"Eval-subsets/GiantPiano-MIDIs/Nietzsche, Friedrich, Fragment an sich, v3SYGtgmmQU.mid",0,0,FALSE,TRUE,12,384,[57],[44],[2.1592937704524053],[2.2717276418272396]
"Eval-subsets/GiantPiano-MIDIs/Nietzsche, Friedrich, Heldenklage, r_xIvlUYyPc.mid",0,0,FALSE,TRUE,12,384,[68],[43],[2.2367631230200633],[2.303136072789099]
"Eval-subsets/GiantPiano-MIDIs/Nietzsche, Friedrich, Im Mondschein auf der Puszta, AcbTMKgX3ZI.mid",0,0,FALSE,TRUE,12,384,[66],[44],[2.261869811620354],[2.199787245050625]
"Eval-subsets/GiantPiano-MIDIs/Nietzsche, Friedrich, So lach doch mal, eHCI0n-KZ_8.mid",0,0,FALSE,TRUE,12,384,[61],[46],[2.265683966108253],[2.3870892432024875]
"Eval-subsets/GiantPiano-MIDIs/Nietzsche, Friedrich, Ungarischer Marsch, 10jouGWqGmM.mid",0,0,FALSE,TRUE,12,384,[71],[48],[2.239006834510866],[2.561500468462834]
"Eval-subsets/GiantPiano-MIDIs/Nietzsche, Friedrich, Unserer Altvordern eingedenk, N78OC04gudc.mid",0,0,FALSE,TRUE,12,384,[81],[52],[2.121138739355101],[2.440018995315554]
"Eval-subsets/GiantPiano-MIDIs/Niewiadomski, Stanisław, 2 Mazureks, Op.26, S50IsRD2lIM.mid",0,0,FALSE,TRUE,12,384,[72],[52],[2.091909303266441],[2.403733974200446]
"Eval-subsets/GiantPiano-MIDIs/Niewiadomski, Stanisław, 4 Charakterstücke, Op.28, PNGaoy0dVXA.mid",0,0,FALSE,TRUE,12,384,[73],[51],[2.065692508487571],[2.406234816274628]
"Eval-subsets/GiantPiano-MIDIs/Niewiadomski, Stanisław, Amourette, gmer3DhAgHU.mid",0,0,FALSE,TRUE,12,384,[79],[49],[2.2220709533380485],[2.3262994752474895]
"Eval-subsets/GiantPiano-MIDIs/Niewiadomski, Stanisław, Liebesfeste, Op.27, Ufkn0-c6jM0.mid",0,0,FALSE,TRUE,12,384,[69],[50],[2.1052302722263865],[2.418522862459464]
"Eval-subsets/GiantPiano-MIDIs/Niewiadomski, Stanisław, Romance et valse, Op.16, ZBNPCAzf4O4.mid",0,0,FALSE,TRUE,12,384,[82],[51],[2.149574141366249],[2.488222778106004]
"Eval-subsets/GiantPiano-MIDIs/Nikolayev, Leonid, Piano Sonata, Op.15, _6D06t9A9FY.mid",0,0,FALSE,TRUE,12,384,[101],[52],[2.2059798580213825],[2.455438488558196]
"Eval-subsets/GiantPiano-MIDIs/Nikolayev, Leonid, Suite, Op.13, eAw8mqafmCE.mid",0,0,FALSE,TRUE,12,384,[93],[52],[2.1582720227789416],[2.4237346036314658]
"Eval-subsets/GiantPiano-MIDIs/Nin, Joaquín, 1830 Variations, 1PPC8_lhNow.mid",0,0,FALSE,TRUE,12,384,[91],[52],[2.1678751719223963],[2.370835216239583]
"Eval-subsets/GiantPiano-MIDIs/Nin, Joaquín, Cadena de valses, BazuedIt6SY.mid",0,0,FALSE,TRUE,12,384,[98],[52],[2.190380496127062],[2.404381657116792]
"Eval-subsets/GiantPiano-MIDIs/Nin, Joaquín, Canto de cuna para los huérfanos de España, RRZF40wGa4M.mid",0,0,FALSE,TRUE,12,384,[79],[52],[2.1253492508438825],[2.3016669926991304]
"Eval-subsets/GiantPiano-MIDIs/Nin, Joaquín, Danza ibérica, KPa2vzEmGiI.mid",0,0,FALSE,TRUE,12,384,[85],[52],[2.1440272203470156],[2.388693954406471]
