midi_name,tracks_num,velocity_per_track,onset_per_track,velocity_entropy_per_track,Number of velocity notes,TPQN,medianMetricDepth
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/49_rock_120_beat_4-4.mid,1,[13],[16],[1.6286525190597034],22,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/50_rock_120_beat_4-4.mid,1,[13],[17],[1.2852930241200995],22,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/41_hiphop_110_beat_4-4.mid,1,[13],[11],[1.2730283365896256],16,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/8_rock_100_beat_4-4.mid,1,[13],[19],[1.925121190790818],28,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer2/session2/11_rock_130_beat_4-4.mid,1,[14],[15],[0.9502705392332345],18,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer1/session2/37_punk_128_beat_4-4.mid,1,[15],[14],[1.6094379124341005],18,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer2/session2/12_rock_130_beat_4-4.mid,1,[15],[13],[1.3321790402101223],17,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer2/session2/10_rock_130_beat_4-4.mid,1,[16],[14],[1.3321790402101223],17,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer2/session2/14_rock_130_beat_4-4.mid,1,[16],[12],[1.3321790402101223],18,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/44_rock_120_beat_4-4.mid,1,[16],[18],[0.9002560512685367],25,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/36_rock_92_beat_4-4.mid,1,[16],[25],[1.9927981441098426],35,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer2/session2/13_rock_130_beat_4-4.mid,1,[18],[14],[1.3296613488547582],19,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/45_rock_120_beat_4-4.mid,1,[18],[24],[1.2730283365896256],28,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/33_hiphop_92_beat_4-4.mid,1,[18],[20],[1.9927981441098428],29,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/14_rock_120_beat_4-4.mid,1,[19],[24],[2.2044726605526694],50,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/12_rock_100_beat_4-4.mid,1,[19],[24],[1.822286523898431],44,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/47_rock_120_beat_4-4.mid,1,[2],[3],[0.0],3,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/47_rock_110_beat_4-4.mid,1,[20],[22],[2.3483593035287242],54,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer7/session2/3_rock_120_beat_4-4.mid,1,[20],[24],[1.933198215034863],30,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/48_rock_110_beat_4-4.mid,1,[21],[19],[2.1582174176429674],46,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer7/session2/78_funk_100_beat_4-4.mid,1,[21],[21],[1.5808185358593014],29,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/31_jazz_120_beat_4-4.mid,1,[22],[19],[1.4941751382893083],26,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/18_rock_100_beat_4-4.mid,1,[22],[21],[1.6300005591616533],34,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/27_jazz_92_beat_4-4.mid,1,[22],[18],[1.8891591637540217],29,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer2/session2/15_rock_130_beat_4-4.mid,1,[23],[22],[1.8636799873410004],38,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/39_jazz_120_beat_4-4.mid,1,[23],[24],[1.8043135351907784],43,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer7/session2/12_rock_95_beat_4-4.mid,1,[23],[19],[1.966175517149571],35,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/20_rock_120_beat_4-4.mid,1,[24],[26],[1.724559576313795],46,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/11_rock_100_beat_4-4.mid,1,[24],[26],[2.040162514332511],60,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/29_rock_92_beat_4-4.mid,1,[24],[31],[1.7431635991485255],63,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/9_rock_100_beat_4-4.mid,1,[24],[25],[2.3244926013685423],57,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer9/session1/17_rock_120_beat_4-4.mid,1,[25],[20],[0.57183273939831],45,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer1/session2/33_punk_128_beat_4-4.mid,1,[26],[19],[1.4451858789480823],38,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer7/session2/7_rock_120_beat_4-4.mid,1,[26],[23],[2.003837471172344],39,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/21_jazz_120_beat_4-4.mid,1,[27],[25],[1.704551445267297],37,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/4_rock_100_beat_4-4.mid,1,[27],[32],[1.9819792835913734],74,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer7/session2/76_funk_100_beat_4-4.mid,1,[27],[24],[1.806436971643084],37,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer9/session1/10_rock_100_beat_4-4.mid,1,[27],[21],[1.5740973368489728],43,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/23_rock_92_beat_4-4.mid,1,[29],[24],[1.4681399390162087],39,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/3_rock_100_beat_4-4.mid,1,[29],[30],[1.5859341131926619],73,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer2/session2/9_rock_130_beat_4-4.mid,1,[32],[24],[1.539654447440098],39,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/2_rock_105_beat_4-4.mid,1,[32],[26],[1.8438614379613665],54,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer9/session1/6_rock_100_beat_4-4.mid,1,[32],[22],[1.6326309271543518],38,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/13_rock_100_beat_4-4.mid,1,[33],[31],[2.0630939234247356],118,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/32_hiphop_92_beat_4-4.mid,1,[34],[31],[2.2089831682417524],60,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer9/session1/27_rock_90_beat_4-4.mid,1,[34],[20],[1.9464190090882463],51,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/23_jazz_120_beat_4-4.mid,1,[35],[39],[1.4170507908136318],78,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/35_rock_92_beat_4-4.mid,1,[35],[25],[2.116664720893274],73,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/38_rock_92_beat_4-4.mid,1,[35],[24],[2.078507558347501],66,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer9/session1/21_rock_120_beat_4-4.mid,1,[35],[22],[1.3013055504369102],45,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer4/session1/7_blues-shuffle_134_beat_4-4.mid,1,[36],[20],[1.717035893407761],52,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/28_rock_92_beat_4-4.mid,1,[37],[27],[1.9516777295380277],70,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer9/session1/9_rock_100_beat_4-4.mid,1,[37],[31],[1.7584358799618405],62,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/19_jazz_120_beat_4-4.mid,1,[38],[27],[1.6576241016895397],66,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/33_jazz_120_beat_4-4.mid,1,[38],[26],[1.4946743164315768],68,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/21_rock_92_beat_4-4.mid,1,[38],[31],[2.2509351924649597],72,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer7/session2/2_rock_120_beat_4-4.mid,1,[38],[27],[1.4262024207213195],57,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer7/session2/30_rock_75_beat_4-4.mid,1,[38],[24],[1.8065071652616695],48,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/24_rock_120_beat_4-4.mid,1,[39],[32],[1.5862329823343582],87,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer7/session2/102_pop_132_beat_4-4.mid,1,[39],[25],[2.0416451179409334],90,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer9/session1/12_rock_100_beat_4-4.mid,1,[39],[34],[2.0037536694488938],71,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer9/session1/16_rock_120_beat_4-4.mid,1,[39],[26],[2.0069548922107656],54,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/15_rock_100_beat_4-4.mid,1,[40],[33],[1.9411432999569278],86,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/34_rock_92_beat_4-4.mid,1,[41],[30],[1.8479008005090656],61,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/32_jazz_120_beat_4-4.mid,1,[42],[33],[1.740116219116126],62,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer8/eval_session/7_pop-groove7_138_beat_4-4.mid,1,[42],[27],[2.2767825981361174],197,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer1/session2/36_punk_128_beat_4-4.mid,1,[43],[27],[1.7286313295935398],57,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/2_rock_100_beat_4-4.mid,1,[44],[25],[1.7121753038091263],143,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2011/MIDI-Unprocessed_22_R1_2011_MID--AUDIO_R1-D8_12_Track12_wav.midi,1,[45],[32],[1.9356655874652138],129,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/31_hiphop_92_beat_4-4.mid,1,[45],[36],[2.023642253593312],83,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer1/session2/34_punk_128_beat_4-4.mid,1,[46],[32],[1.6911392365898947],75,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer9/session1/11_rock_100_beat_4-4.mid,1,[46],[30],[1.8871068142565437],80,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer1/eval_session/9_soul-groove9_105_beat_4-4.mid,1,[47],[47],[1.9500648449105376],207,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/10_rock_100_beat_4-4.mid,1,[47],[35],[2.0823692331815877],113,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/30_rock_92_beat_4-4.mid,1,[47],[31],[2.1117004469180825],76,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/40_hiphop_110_beat_4-4.mid,1,[47],[41],[2.1800383153308025],118,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/17_rock_100_beat_4-4.mid,1,[48],[25],[1.773423593240522],93,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/6_rock_100_beat_4-4.mid,1,[49],[35],[1.776893488185885],149,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/7_rock_100_beat_4-4.mid,1,[49],[37],[2.0777456500234943],110,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer4/session1/8_blues-shuffle_112_beat_4-4.mid,1,[49],[29],[2.2035619592209175],98,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer10/session1/8_jazz-swing_215_beat_4-4.mid,1,[50],[35],[1.9947309021566995],158,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/42_rock_110_beat_4-4.mid,1,[50],[30],[1.953118124663967],94,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer7/session2/4_rock_120_beat_4-4.mid,1,[51],[30],[2.2061283246638417],91,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer7/session2/49_rock_135_beat_4-4.mid,1,[51],[41],[1.9492599748313602],125,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/15_jazz_120_beat_4-4.mid,1,[52],[23],[1.7311509540848353],107,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer7/session2/77_funk_100_beat_4-4.mid,1,[52],[30],[1.9265821895974573],81,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer7/session2/92_hiphop_75_beat_4-4.mid,1,[52],[33],[2.083930645516325],124,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/43_rock_110_beat_4-4.mid,1,[53],[41],[2.233498153937924],210,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/6_rock_105_beat_4-4.mid,1,[54],[37],[1.75244414985555],85,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer9/session1/4_rock_100_beat_4-4.mid,1,[54],[36],[2.0348374456392317],89,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer9/session1/8_rock_100_beat_4-4.mid,1,[54],[33],[2.0121439371282546],95,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--1.midi,1,[55],[49],[2.2800926346645163],563,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer1/session1/76_jazz-mediumfast_180_beat_4-4.mid,1,[55],[26],[1.992685162989062],75,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer10/session1/7_jazz-swing_215_beat_4-4.mid,1,[55],[34],[2.3712278037889525],130,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2011/MIDI-Unprocessed_05_R1_2011_MID--AUDIO_R1-D2_08_Track08_wav.midi,1,[56],[49],[2.2314568923271527],566,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_08_Track08_wav.midi,1,[56],[52],[2.134768622877135],2243,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--2.midi,1,[56],[49],[2.254616723287857],505,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2009/MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_01_WAV.midi,1,[57],[52],[2.209293612020685],978,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--1.midi,1,[57],[58],[2.069893779152702],1314,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer7/eval_session/7_pop-groove7_138_beat_4-4.mid,1,[57],[33],[1.73997266714619],199,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer2/session2/6_rock_130_beat_4-4.mid,1,[58],[32],[1.8154780951754619],102,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer4/session1/6_blues-shuffle_134_beat_4-4.mid,1,[58],[31],[2.1216233382942833],84,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--1.midi,1,[59],[58],[2.0928026548029344],1564,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer2/session2/4_rock_130_beat_4-4.mid,1,[59],[36],[1.6635118575878354],101,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/10_rock_105_beat_4-4.mid,1,[59],[38],[1.9027888007779954],104,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer8/eval_session/8_rock-groove8_65_beat_4-4.mid,1,[59],[37],[2.4772277846673494],223,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/28_rock_120_beat_4-4.mid,1,[6],[6],[0.0],6,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_01_Track01_wav.midi,1,[60],[57],[2.1949864718742416],1906,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2011/MIDI-Unprocessed_13_R1_2011_MID--AUDIO_R1-D5_02_Track02_wav.midi,1,[60],[51],[2.25118416901893],1628,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--1.midi,1,[60],[58],[2.278204108884191],1607,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2017/MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--1.midi,1,[60],[58],[2.0874889923827733],1367,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/37_rock_92_beat_4-4.mid,1,[60],[42],[2.6052256114761514],164,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_12_R1_2008_01-04_ORIG_MID--AUDIO_12_R1_2008_wav--2.midi,1,[61],[52],[2.123988874962612],2358,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_18_R1_2008_01-04_ORIG_MID--AUDIO_18_R1_2008_wav--1.midi,1,[61],[52],[2.142914915735782],2352,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--1.midi,1,[61],[56],[2.2703357319588213],1182,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2018/MIDI-Unprocessed_Recital16_MID--AUDIO_16_R1_2018_wav--3.midi,1,[61],[43],[2.1682890780917923],366,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer7/session3/48_funk_112_beat_4-4.mid,1,[61],[30],[1.9541558215252863],92,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer9/session1/29_rock_90_beat_4-4.mid,1,[61],[32],[2.1621083943263573],110,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_02_R1_2008_01-05_ORIG_MID--AUDIO_02_R1_2008_wav--1.midi,1,[62],[52],[2.1251650356840988],2246,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2009/MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_03_WAV.midi,1,[62],[52],[2.1130121604922105],994,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2011/MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_02_Track02_wav.midi,1,[62],[52],[2.1647552311351896],2238,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--2.midi,1,[62],[45],[2.088455043728826],405,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2017/MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--1.midi,1,[62],[58],[2.1496655114221914],2239,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/5_rock_100_beat_4-4.mid,1,[62],[47],[2.3072336259213113],288,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_02_R1_2008_01-05_ORIG_MID--AUDIO_02_R1_2008_wav--3.midi,1,[63],[52],[2.1740694681805897],1618,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--1.midi,1,[63],[52],[2.141795196100375],2355,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--1.midi,1,[63],[52],[2.133800602608735],1113,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2008/MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--1.midi,1,[63],[52],[2.2057105101047405],2218,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2011/MIDI-Unprocessed_12_R3_2011_MID--AUDIO_R3-D4_08_Track08_wav.midi,1,[63],[42],[2.0813156859817097],366,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2017/MIDI-Unprocessed_041_PIANO041_MID--AUDIO-split_07-06-17_Piano-e_1-01_wav--1.midi,1,[63],[54],[2.2151144636959277],1201,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--1.midi,1,[63],[58],[2.157295053117847],1653,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/22_jazz_120_beat_4-4.mid,1,[63],[40],[2.2010687524983936],205,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer4/session1/9_latin-merengue_158_beat_4-4.mid,1,[63],[46],[1.8198730125896319],183,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer7/session2/105_pop_132_beat_4-4.mid,1,[63],[32],[2.169940377301463],141,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer7/session3/23_pop-soft_83_beat_4-4.mid,1,[63],[32],[2.0534358012166574],144,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2004/MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_05_Track05_wav.midi,1,[64],[58],[2.140042666264748],1623,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2011/MIDI-Unprocessed_07_R1_2011_MID--AUDIO_R1-D3_02_Track02_wav.midi,1,[64],[52],[2.1032940548343815],1374,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--2.midi,1,[64],[52],[2.1859946300210606],2339,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--1.midi,1,[64],[50],[2.17805832182201],1182,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--4.midi,1,[64],[57],[2.1258108063417422],1686,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session2/1_rock_100_beat_4-4.mid,1,[64],[37],[2.3660002311952484],215,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_15_Track15_wav.midi,1,[65],[51],[2.1694239082097377],1177,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_07_Track07_wav.midi,1,[65],[50],[2.0844409315870625],1363,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--1.midi,1,[65],[52],[2.1667943656012425],1926,384,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/Genre_Metadata_Complete/maestro-v3.0.0-Classical-1276MIDIs/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--1.midi,1,[65],[56],[2.1719786995378874],1799,480,12
./midi_lib/REMMM-CC/MMDD-Genre-Global/groove/drummer3/session1/5_rock_105_beat_4-4.mid,1,[65],[43],[1.710159482512304],132,480,12
